name,email,phone,preferred_date,preferred_time,service,device_type,device_os,device_browser,ip_city,ip_country,created_at
Sebastian Diaz,sebastian.diaz21@yahoo.com,+54712441715,2026-06-19,15:00,General Consultation,Desktop,macOS,Edge,Madrid,ES,2026-06-19 16:00
Emma Perez,emma.perez91@outlook.com,+34773563645,2026-06-19,08:00,IV Rehydration,Desktop,Windows,Safari,Valencia,ES,2026-06-19 10:00
Tomas Torres,tomas.torres88@hotmail.com,+34766208705,2026-04-06,10:00,Consulta General,Desktop,iOS,Firefox,Bogota,CO,2026-04-06 08:00
Lucia Perez,lucia.perez23@yahoo.com,+1856852333,2026-06-26,08:00,Facial Harmonization,Mobile,Android,Chrome,Ciudad de Mexico,MX,2026-06-26 10:00
Hugo Moreno,hugo.moreno97@hotmail.com,+52444095402,2026-05-21,10:00,Atención Pediátrica,Desktop,Linux,Edge,Bogota,CO,2026-05-21 10:00
Hugo Rodriguez,hugo.rodriguez91@outlook.com,+1828327980,2026-07-08,16:00,Facial Harmonization,Mobile,Windows,Edge,Ciudad de Mexico,MX,2026-07-08 14:00
Emma Rodriguez,emma.rodriguez59@hotmail.com,+34186082315,2026-04-21,11:00,Atención Pediátrica,Desktop,Windows,Safari,Miami,US,2026-04-21 08:00
Sebastian Martinez,sebastian.martinez67@hotmail.com,+34414788293,2026-06-12,11:00,Visita Domiciliaria,Mobile,Linux,Chrome,Bogota,CO,2026-06-12 11:00
Lucia Gonzalez,lucia.gonzalez9@hotmail.com,+34961129245,2026-04-27,09:00,Enfermedades Crónicas,Mobile,Linux,Firefox,Bogota,CO,2026-04-27 11:00
Andres Ramirez,andres.ramirez59@outlook.com,+57709081834,2026-02-26,09:00,Atención Pediátrica,Mobile,Windows,Chrome,Guadalajara,MX,2026-02-26 16:00
Camila Garcia,camila.garcia46@hotmail.com,+57589547387,2026-05-19,09:00,General Consultation,Mobile,Android,Firefox,Valencia,ES,2026-05-19 09:00
Martina Martinez,martina.martinez31@hotmail.com,+34144186034,2026-06-10,10:00,Facial Harmonization,Desktop,macOS,Firefox,Bogota,CO,2026-06-10 10:00
Sofia Perez,sofia.perez70@outlook.com,+52672994767,2026-06-05,10:00,Vitamin C IV,Desktop,iOS,Edge,Miami,US,2026-06-05 11:00
Sofia Garcia,sofia.garcia83@yahoo.com,+57608857707,2026-06-17,10:00,Visita Domiciliaria,Tablet,Linux,Chrome,Buenos Aires,AR,2026-06-17 16:00
Andres Moreno,andres.moreno94@gmail.com,+54143036559,2026-03-02,09:00,Consulta General,Desktop,iOS,Firefox,Buenos Aires,AR,2026-03-02 08:00
Andres Rodriguez,andres.rodriguez8@yahoo.com,+1788604221,2026-04-13,09:00,General Consultation,Mobile,Android,Firefox,Barcelona,ES,2026-04-13 09:00
Isabella Sanchez,isabella.sanchez63@hotmail.com,+57747650867,2026-07-16,14:00,Facial Harmonization,Desktop,iOS,Firefox,Miami,US,2026-07-16 11:00
Valeria Perez,valeria.perez37@gmail.com,+57477264595,2026-06-17,10:00,Visita Domiciliaria,Desktop,Linux,Safari,Valencia,ES,2026-06-17 09:00
Sebastian Gonzalez,sebastian.gonzalez94@hotmail.com,+54882334208,2026-04-02,11:00,Vitamin C IV,Desktop,Linux,Safari,Valencia,ES,2026-04-02 09:00
Isabella Perez,isabella.perez76@gmail.com,+54194970622,2026-06-01,08:00,Symptomatic IV,Mobile,Windows,Edge,Miami,US,2026-06-01 09:00
Sofia Lopez,sofia.lopez49@hotmail.com,+57694710082,2026-03-04,11:00,Vitamin C IV,Mobile,Windows,Firefox,Ciudad de Mexico,MX,2026-03-04 11:00
Emma Garcia,emma.garcia34@hotmail.com,+57787790914,2026-03-03,16:00,General Consultation,Desktop,iOS,Firefox,Barcelona,ES,2026-03-03 11:00
Diego Garcia,diego.garcia98@gmail.com,+57629408646,2026-06-09,08:00,General Consultation,Mobile,Windows,Edge,Bogota,CO,2026-06-09 14:00
Joaquin Rodriguez,joaquin.rodriguez66@yahoo.com,+1118838880,2026-04-04,16:00,B-Complex IV,Desktop,Linux,Safari,Ciudad de Mexico,MX,2026-04-04 09:00
Andres Martinez,andres.martinez35@gmail.com,+57550449730,2026-05-04,15:00,Consulta Virtual,Mobile,Windows,Safari,Bogota,CO,2026-05-04 10:00
Isabella Lopez,isabella.lopez98@hotmail.com,+34742916320,2026-05-11,16:00,B-Complex IV,Mobile,Windows,Firefox,Miami,US,2026-05-11 16:00
Joaquin Moreno,joaquin.moreno13@yahoo.com,+1722820339,2026-01-30,10:00,Enfermedades Crónicas,Desktop,iOS,Chrome,Barcelona,ES,2026-01-30 14:00
Andres Martinez,andres.martinez28@gmail.com,+52640503265,2026-05-13,09:00,Enfermedades Crónicas,Mobile,Linux,Safari,Ciudad de Mexico,MX,2026-05-13 11:00
Lucia Ramirez,lucia.ramirez40@yahoo.com,+57249265120,2026-03-29,16:00,Symptomatic IV,Mobile,Linux,Firefox,Madrid,ES,2026-03-29 09:00
Diego Martinez,diego.martinez89@hotmail.com,+52430098648,2026-05-08,09:00,B-Complex IV,Mobile,iOS,Edge,Medellin,CO,2026-05-08 15:00
Emma Sanchez,emma.sanchez26@gmail.com,+34135210907,2026-06-26,16:00,Consulta General,Mobile,Linux,Safari,Medellin,CO,2026-06-26 11:00
Camila Diaz,camila.diaz97@gmail.com,+34940064269,2026-06-24,08:00,Consulta Virtual,Desktop,Android,Chrome,Madrid,ES,2026-06-24 09:00
Hugo Moreno,hugo.moreno75@yahoo.com,+57478175386,2026-02-03,09:00,Enfermedades Crónicas,Mobile,Linux,Chrome,Madrid,ES,2026-02-03 14:00
Camila Martinez,camila.martinez93@gmail.com,+34329797269,2026-02-27,14:00,Enfermedades Crónicas,Mobile,macOS,Firefox,Bogota,CO,2026-02-27 15:00
Mateo Martinez,mateo.martinez49@yahoo.com,+54330074958,2026-02-24,14:00,B-Complex IV,Mobile,iOS,Firefox,Bogota,CO,2026-02-24 08:00
Emma Perez,emma.perez72@yahoo.com,+34188313058,2026-03-27,10:00,Facial Harmonization,Mobile,macOS,Firefox,Madrid,ES,2026-03-27 11:00
Diego Torres,diego.torres38@outlook.com,+54302706330,2026-02-21,16:00,Vitamin C IV,Desktop,macOS,Firefox,Medellin,CO,2026-02-21 09:00
Mateo Sanchez,mateo.sanchez67@outlook.com,+34228009184,2026-07-21,09:00,IV Rehydration,Tablet,Linux,Safari,Ciudad de Mexico,MX,2026-07-21 15:00
Andres Lopez,andres.lopez16@outlook.com,+52999912828,2026-06-11,11:00,Consulta General,Mobile,Windows,Firefox,Miami,US,2026-06-11 16:00
Martina Flores,martina.flores63@outlook.com,+1399456538,2026-02-10,09:00,Medicina Preventiva,Tablet,iOS,Safari,Valencia,ES,2026-02-10 10:00
Hugo Rodriguez,hugo.rodriguez87@outlook.com,+34292302534,2026-03-19,11:00,General Consultation,Mobile,Windows,Chrome,Bogota,CO,2026-03-19 10:00
Isabella Ramirez,isabella.ramirez26@outlook.com,+57810917196,2026-02-15,11:00,Facial Harmonization,Desktop,Windows,Firefox,Bogota,CO,2026-02-15 16:00
Mateo Sanchez,mateo.sanchez41@outlook.com,+54575191040,2026-03-07,11:00,Vitamin C IV,Tablet,Android,Firefox,Buenos Aires,AR,2026-03-07 15:00
Joaquin Sanchez,joaquin.sanchez98@outlook.com,+34710803644,2026-06-12,15:00,Facial Harmonization,Mobile,Linux,Edge,Madrid,ES,2026-06-12 11:00
Valeria Gonzalez,valeria.gonzalez76@outlook.com,+54762433935,2026-03-03,15:00,IV Rehydration,Desktop,Windows,Firefox,Ciudad de Mexico,MX,2026-03-03 08:00
Andres Perez,andres.perez98@gmail.com,+57508637554,2026-07-17,08:00,Symptomatic IV,Mobile,Windows,Edge,Madrid,ES,2026-07-17 10:00
Martina Gonzalez,martina.gonzalez89@gmail.com,+34427397259,2026-07-10,08:00,IV Rehydration,Desktop,iOS,Firefox,Barcelona,ES,2026-07-10 08:00
Valeria Gonzalez,valeria.gonzalez90@gmail.com,+54731348637,2026-03-29,08:00,Visita Domiciliaria,Mobile,macOS,Edge,Ciudad de Mexico,MX,2026-03-29 10:00
Andres Ramirez,andres.ramirez22@yahoo.com,+1421608113,2026-02-26,10:00,Visita Domiciliaria,Mobile,Android,Edge,Bogota,CO,2026-02-26 15:00
Lucia Gonzalez,lucia.gonzalez29@outlook.com,+1897669938,2026-07-05,08:00,Consulta General,Mobile,Linux,Safari,Barcelona,ES,2026-07-05 14:00
Isabella Ramirez,isabella.ramirez27@outlook.com,+57954324560,2026-04-29,08:00,General Consultation,Mobile,Windows,Firefox,Ciudad de Mexico,MX,2026-04-29 11:00
Valeria Gonzalez,valeria.gonzalez86@outlook.com,+1293918682,2026-02-05,08:00,General Consultation,Mobile,Linux,Chrome,Barcelona,ES,2026-02-05 14:00
Joaquin Ramirez,joaquin.ramirez82@yahoo.com,+1968585704,2026-03-19,14:00,Enfermedades Crónicas,Mobile,macOS,Safari,Miami,US,2026-03-19 14:00
Sofia Moreno,sofia.moreno56@yahoo.com,+54442151243,2026-06-03,16:00,Enfermedades Crónicas,Mobile,iOS,Chrome,Madrid,ES,2026-06-03 16:00
Sofia Gonzalez,sofia.gonzalez52@hotmail.com,+52221932595,2026-04-10,09:00,B-Complex IV,Mobile,Android,Firefox,Barcelona,ES,2026-04-10 11:00
Diego Martinez,diego.martinez18@yahoo.com,+34377451497,2026-03-20,16:00,Medicina Preventiva,Mobile,Linux,Chrome,Buenos Aires,AR,2026-03-20 15:00
Lucia Garcia,lucia.garcia41@gmail.com,+1419952703,2026-07-14,16:00,Vitamin C IV,Tablet,macOS,Firefox,Ciudad de Mexico,MX,2026-07-14 15:00
Hugo Moreno,hugo.moreno31@hotmail.com,+34713077996,2026-02-06,15:00,Facial Harmonization,Desktop,iOS,Firefox,Valencia,ES,2026-02-06 11:00
Emma Perez,emma.perez75@yahoo.com,+54965265838,2026-07-01,15:00,Consulta General,Mobile,macOS,Chrome,Madrid,ES,2026-07-01 09:00
Tomas Garcia,tomas.garcia69@outlook.com,+57851208813,2026-06-24,08:00,IV Rehydration,Mobile,macOS,Edge,Barcelona,ES,2026-06-24 15:00
Sofia Perez,sofia.perez92@outlook.com,+57981934350,2026-05-22,10:00,Vitamin C IV,Tablet,Linux,Safari,Buenos Aires,AR,2026-05-22 16:00
Emma Diaz,emma.diaz33@hotmail.com,+1513057975,2026-02-05,10:00,General Consultation,Desktop,Windows,Safari,Madrid,ES,2026-02-05 14:00
Valeria Gonzalez,valeria.gonzalez12@yahoo.com,+52419355409,2026-05-25,09:00,Enfermedades Crónicas,Desktop,Android,Edge,Valencia,ES,2026-05-25 15:00
Valeria Garcia,valeria.garcia11@yahoo.com,+54605830413,2026-05-04,15:00,Symptomatic IV,Desktop,Windows,Edge,Bogota,CO,2026-05-04 16:00
Isabella Rodriguez,isabella.rodriguez54@yahoo.com,+1883006462,2026-06-29,16:00,Facial Harmonization,Desktop,Windows,Edge,Bogota,CO,2026-06-29 15:00
Sofia Diaz,sofia.diaz83@outlook.com,+52103302620,2026-07-17,11:00,B-Complex IV,Desktop,Windows,Firefox,Guadalajara,MX,2026-07-17 14:00
Joaquin Diaz,joaquin.diaz77@hotmail.com,+54951093177,2026-07-03,10:00,Symptomatic IV,Mobile,Android,Firefox,Barcelona,ES,2026-07-03 09:00
Camila Lopez,camila.lopez54@gmail.com,+57295302103,2026-01-30,11:00,Atención Pediátrica,Mobile,Linux,Chrome,Barcelona,ES,2026-01-30 08:00
Mateo Ramirez,mateo.ramirez34@hotmail.com,+52153454051,2026-07-19,11:00,General Consultation,Desktop,Linux,Firefox,Guadalajara,MX,2026-07-19 09:00
Tomas Rodriguez,tomas.rodriguez92@gmail.com,+1567248132,2026-07-02,16:00,Consulta Virtual,Tablet,macOS,Edge,Madrid,ES,2026-07-02 08:00
Hugo Gonzalez,hugo.gonzalez96@yahoo.com,+54510248318,2026-05-28,09:00,Symptomatic IV,Desktop,Android,Chrome,Barcelona,ES,2026-05-28 16:00
Sofia Sanchez,sofia.sanchez4@hotmail.com,+57381105036,2026-05-13,09:00,General Consultation,Desktop,Android,Firefox,Barcelona,ES,2026-05-13 14:00
Sebastian Martinez,sebastian.martinez89@yahoo.com,+54837502201,2026-01-30,09:00,Consulta General,Desktop,macOS,Firefox,Madrid,ES,2026-01-30 08:00
Diego Ramirez,diego.ramirez78@yahoo.com,+1861890648,2026-06-30,15:00,Enfermedades Crónicas,Mobile,iOS,Firefox,Madrid,ES,2026-06-30 14:00
Martina Perez,martina.perez72@hotmail.com,+34723293073,2026-02-16,09:00,B-Complex IV,Mobile,Linux,Edge,Miami,US,2026-02-16 10:00
Isabella Sanchez,isabella.sanchez34@hotmail.com,+34436370681,2026-03-27,08:00,Visita Domiciliaria,Mobile,macOS,Firefox,Barcelona,ES,2026-03-27 15:00
Camila Flores,camila.flores67@yahoo.com,+57567910238,2026-04-23,09:00,IV Rehydration,Desktop,macOS,Chrome,Barcelona,ES,2026-04-23 14:00
Diego Martinez,diego.martinez30@gmail.com,+52138506797,2026-02-06,11:00,B-Complex IV,Desktop,macOS,Edge,Valencia,ES,2026-02-06 08:00
Joaquin Torres,joaquin.torres59@outlook.com,+54220786160,2026-03-20,16:00,Consulta General,Mobile,Android,Safari,Valencia,ES,2026-03-20 10:00
Hugo Martinez,hugo.martinez73@yahoo.com,+1328058634,2026-07-01,14:00,Visita Domiciliaria,Mobile,iOS,Chrome,Barcelona,ES,2026-07-01 11:00
Lucia Gonzalez,lucia.gonzalez51@gmail.com,+57733871129,2026-07-02,08:00,Enfermedades Crónicas,Desktop,Android,Safari,Buenos Aires,AR,2026-07-02 08:00
Camila Flores,camila.flores43@gmail.com,+34804560130,2026-03-29,14:00,Visita Domiciliaria,Desktop,Windows,Chrome,Ciudad de Mexico,MX,2026-03-29 09:00
Joaquin Rodriguez,joaquin.rodriguez12@outlook.com,+54373980159,2026-07-12,09:00,B-Complex IV,Mobile,macOS,Safari,Medellin,CO,2026-07-12 08:00
Camila Diaz,camila.diaz16@hotmail.com,+57627040908,2026-06-01,16:00,Symptomatic IV,Mobile,Windows,Chrome,Medellin,CO,2026-06-01 10:00
Diego Ramirez,diego.ramirez50@outlook.com,+54388277560,2026-02-04,14:00,General Consultation,Mobile,iOS,Edge,Valencia,ES,2026-02-04 16:00
Valeria Rodriguez,valeria.rodriguez66@gmail.com,+57597706044,2026-04-21,15:00,B-Complex IV,Mobile,Android,Edge,Valencia,ES,2026-04-21 14:00
Sebastian Sanchez,sebastian.sanchez62@gmail.com,+57259565048,2026-02-13,09:00,Consulta General,Desktop,Windows,Chrome,Madrid,ES,2026-02-13 14:00
Mateo Garcia,mateo.garcia66@gmail.com,+54543476209,2026-04-06,08:00,Symptomatic IV,Mobile,Linux,Firefox,Madrid,ES,2026-04-06 10:00
Lucia Rodriguez,lucia.rodriguez23@outlook.com,+52521934734,2026-05-20,08:00,Vitamin C IV,Mobile,Windows,Firefox,Bogota,CO,2026-05-20 14:00
Emma Gonzalez,emma.gonzalez24@yahoo.com,+52298736077,2026-03-30,08:00,Medicina Preventiva,Desktop,Linux,Firefox,Ciudad de Mexico,MX,2026-03-30 16:00
Lucia Sanchez,lucia.sanchez2@gmail.com,+52804160934,2026-02-02,11:00,Symptomatic IV,Mobile,macOS,Edge,Ciudad de Mexico,MX,2026-02-02 10:00
Joaquin Diaz,joaquin.diaz39@outlook.com,+34234313823,2026-02-16,09:00,Vitamin C IV,Desktop,iOS,Safari,Guadalajara,MX,2026-02-16 15:00
Martina Lopez,martina.lopez81@outlook.com,+1304992835,2026-06-06,08:00,IV Rehydration,Mobile,macOS,Chrome,Guadalajara,MX,2026-06-06 11:00
Sofia Moreno,sofia.moreno63@outlook.com,+54121075163,2026-04-07,16:00,Symptomatic IV,Mobile,Android,Chrome,Madrid,ES,2026-04-07 10:00
Mateo Diaz,mateo.diaz54@outlook.com,+54891431808,2026-03-01,14:00,General Consultation,Mobile,Linux,Firefox,Valencia,ES,2026-03-01 08:00
Lucia Sanchez,lucia.sanchez71@yahoo.com,+34387600528,2026-03-20,15:00,Symptomatic IV,Mobile,macOS,Safari,Madrid,ES,2026-03-20 11:00
Lucia Martinez,lucia.martinez93@yahoo.com,+52603843081,2026-02-15,10:00,Symptomatic IV,Mobile,Linux,Chrome,Bogota,CO,2026-02-15 14:00
Hugo Moreno,hugo.moreno17@outlook.com,+57876309973,2026-01-30,15:00,IV Rehydration,Mobile,macOS,Firefox,Guadalajara,MX,2026-01-30 16:00
Tomas Lopez,tomas.lopez89@yahoo.com,+34816246415,2026-03-26,11:00,Vitamin C IV,Desktop,Android,Chrome,Buenos Aires,AR,2026-03-26 14:00
Diego Lopez,diego.lopez3@gmail.com,+57380040464,2026-03-18,10:00,Consulta General,Tablet,Android,Safari,Ciudad de Mexico,MX,2026-03-18 16:00
Diego Rodriguez,diego.rodriguez63@hotmail.com,+57465420342,2026-07-08,16:00,IV Rehydration,Mobile,iOS,Firefox,Madrid,ES,2026-07-08 09:00
Mateo Moreno,mateo.moreno57@gmail.com,+54911495781,2026-01-29,08:00,Visita Domiciliaria,Desktop,Linux,Safari,Guadalajara,MX,2026-01-29 16:00
Martina Rodriguez,martina.rodriguez47@hotmail.com,+52882059080,2026-03-03,10:00,Consulta General,Mobile,Linux,Edge,Madrid,ES,2026-03-03 15:00
Hugo Martinez,hugo.martinez26@gmail.com,+54546407987,2026-06-29,16:00,Medicina Preventiva,Mobile,Android,Edge,Valencia,ES,2026-06-29 10:00
Andres Moreno,andres.moreno47@outlook.com,+52262791297,2026-05-12,16:00,Medicina Preventiva,Mobile,macOS,Chrome,Madrid,ES,2026-05-12 09:00
Sebastian Torres,sebastian.torres4@yahoo.com,+54256319955,2026-04-06,16:00,Vitamin C IV,Mobile,Linux,Safari,Valencia,ES,2026-04-06 08:00
Sofia Sanchez,sofia.sanchez51@gmail.com,+34808858764,2026-04-29,15:00,Vitamin C IV,Mobile,Linux,Safari,Miami,US,2026-04-29 15:00
Valeria Sanchez,valeria.sanchez93@yahoo.com,+57469536155,2026-02-05,08:00,Enfermedades Crónicas,Desktop,Linux,Chrome,Miami,US,2026-02-05 15:00
Tomas Diaz,tomas.diaz90@outlook.com,+57971696978,2026-04-10,16:00,General Consultation,Desktop,Android,Firefox,Guadalajara,MX,2026-04-10 08:00
Joaquin Moreno,joaquin.moreno67@hotmail.com,+1404865220,2026-07-15,09:00,Vitamin C IV,Mobile,Linux,Firefox,Valencia,ES,2026-07-15 14:00
Lucia Torres,lucia.torres31@yahoo.com,+57880083367,2026-04-28,11:00,Visita Domiciliaria,Desktop,iOS,Safari,Madrid,ES,2026-04-28 16:00
Mateo Garcia,mateo.garcia58@gmail.com,+57714647698,2026-04-20,15:00,Vitamin C IV,Mobile,Windows,Chrome,Ciudad de Mexico,MX,2026-04-20 16:00
Martina Diaz,martina.diaz45@hotmail.com,+57405517657,2026-02-26,15:00,Medicina Preventiva,Mobile,Linux,Chrome,Buenos Aires,AR,2026-02-26 15:00
Diego Perez,diego.perez13@outlook.com,+52864118082,2026-04-18,11:00,Enfermedades Crónicas,Mobile,iOS,Safari,Ciudad de Mexico,MX,2026-04-18 08:00
Sebastian Rodriguez,sebastian.rodriguez87@yahoo.com,+1532453497,2026-04-07,14:00,Facial Harmonization,Desktop,macOS,Firefox,Ciudad de Mexico,MX,2026-04-07 14:00
Joaquin Ramirez,joaquin.ramirez21@outlook.com,+52643083464,2026-03-19,09:00,Facial Harmonization,Desktop,macOS,Chrome,Miami,US,2026-03-19 15:00
Sebastian Garcia,sebastian.garcia72@hotmail.com,+57227524085,2026-03-15,14:00,Enfermedades Crónicas,Mobile,iOS,Safari,Barcelona,ES,2026-03-15 10:00
Andres Gonzalez,andres.gonzalez63@yahoo.com,+34949548505,2026-02-27,09:00,Vitamin C IV,Mobile,Linux,Edge,Barcelona,ES,2026-02-27 08:00
Hugo Moreno,hugo.moreno1@outlook.com,+34687913699,2026-05-07,10:00,Vitamin C IV,Desktop,iOS,Edge,Barcelona,ES,2026-05-07 11:00
Sebastian Moreno,sebastian.moreno98@hotmail.com,+52641986065,2026-02-26,15:00,Symptomatic IV,Desktop,macOS,Edge,Medellin,CO,2026-02-26 09:00
Andres Torres,andres.torres86@gmail.com,+54890180346,2026-04-29,10:00,General Consultation,Mobile,Android,Safari,Buenos Aires,AR,2026-04-29 14:00
Isabella Diaz,isabella.diaz83@gmail.com,+1191431302,2026-02-13,09:00,Visita Domiciliaria,Desktop,Linux,Safari,Bogota,CO,2026-02-13 14:00
Lucia Rodriguez,lucia.rodriguez3@hotmail.com,+57944773947,2026-03-13,09:00,B-Complex IV,Mobile,Linux,Edge,Ciudad de Mexico,MX,2026-03-13 08:00
Lucia Ramirez,lucia.ramirez44@gmail.com,+54293818994,2026-03-10,11:00,Vitamin C IV,Mobile,Linux,Firefox,Valencia,ES,2026-03-10 11:00
Isabella Martinez,isabella.martinez19@yahoo.com,+52374399576,2026-05-20,16:00,Vitamin C IV,Mobile,Windows,Edge,Miami,US,2026-05-20 15:00
Sofia Garcia,sofia.garcia39@gmail.com,+54206025798,2026-06-11,10:00,Vitamin C IV,Mobile,Windows,Firefox,Miami,US,2026-06-11 11:00
Tomas Flores,tomas.flores64@hotmail.com,+1907872588,2026-06-24,14:00,IV Rehydration,Mobile,iOS,Firefox,Barcelona,ES,2026-06-24 08:00
Sebastian Garcia,sebastian.garcia82@outlook.com,+52119996117,2026-05-04,10:00,Facial Harmonization,Mobile,Linux,Safari,Valencia,ES,2026-05-04 09:00
Tomas Sanchez,tomas.sanchez11@outlook.com,+1318460189,2026-03-04,16:00,Visita Domiciliaria,Desktop,Windows,Chrome,Madrid,ES,2026-03-04 16:00
Lucia Garcia,lucia.garcia80@outlook.com,+57801216599,2026-05-21,09:00,Vitamin C IV,Tablet,macOS,Firefox,Ciudad de Mexico,MX,2026-05-21 14:00
Andres Diaz,andres.diaz75@hotmail.com,+1402055699,2026-05-21,08:00,Vitamin C IV,Desktop,Linux,Safari,Valencia,ES,2026-05-21 10:00
Sofia Moreno,sofia.moreno56@yahoo.com,+52755460660,2026-07-02,14:00,Visita Domiciliaria,Mobile,Windows,Firefox,Madrid,ES,2026-07-02 15:00
Camila Lopez,camila.lopez44@yahoo.com,+52593705781,2026-05-19,14:00,IV Rehydration,Tablet,Android,Safari,Bogota,CO,2026-05-19 14:00
Sofia Sanchez,sofia.sanchez98@outlook.com,+54677814249,2026-03-25,08:00,Medicina Preventiva,Mobile,iOS,Safari,Madrid,ES,2026-03-25 16:00
Hugo Sanchez,hugo.sanchez50@yahoo.com,+52924597047,2026-02-03,16:00,Consulta General,Mobile,iOS,Safari,Madrid,ES,2026-02-03 11:00
Diego Moreno,diego.moreno98@gmail.com,+57830739665,2026-04-21,15:00,IV Rehydration,Desktop,iOS,Firefox,Ciudad de Mexico,MX,2026-04-21 16:00
Andres Garcia,andres.garcia64@yahoo.com,+1324504731,2026-05-29,08:00,B-Complex IV,Mobile,macOS,Safari,Ciudad de Mexico,MX,2026-05-29 16:00
Isabella Lopez,isabella.lopez9@hotmail.com,+1237703513,2026-05-14,15:00,Vitamin C IV,Mobile,Windows,Chrome,Ciudad de Mexico,MX,2026-05-14 14:00
Joaquin Diaz,joaquin.diaz88@yahoo.com,+1587399464,2026-05-15,08:00,Consulta Virtual,Mobile,iOS,Firefox,Bogota,CO,2026-05-15 11:00
Lucia Moreno,lucia.moreno7@hotmail.com,+57551038208,2026-04-09,14:00,Symptomatic IV,Mobile,iOS,Edge,Ciudad de Mexico,MX,2026-04-09 09:00
Lucia Moreno,lucia.moreno89@hotmail.com,+54179929734,2026-04-30,09:00,B-Complex IV,Mobile,Windows,Firefox,Guadalajara,MX,2026-04-30 08:00
Lucia Flores,lucia.flores33@yahoo.com,+52215793020,2026-02-14,11:00,B-Complex IV,Mobile,Windows,Safari,Valencia,ES,2026-02-14 16:00
Mateo Flores,mateo.flores98@outlook.com,+34771463117,2026-04-30,11:00,Facial Harmonization,Mobile,iOS,Safari,Barcelona,ES,2026-04-30 08:00
Emma Ramirez,emma.ramirez39@gmail.com,+1772361249,2026-04-18,11:00,Vitamin C IV,Desktop,iOS,Safari,Madrid,ES,2026-04-18 10:00
Martina Flores,martina.flores59@gmail.com,+54598440715,2026-04-15,16:00,Symptomatic IV,Mobile,Linux,Safari,Guadalajara,MX,2026-04-15 10:00
Andres Flores,andres.flores14@hotmail.com,+34113194760,2026-02-08,14:00,Consulta General,Desktop,Linux,Chrome,Ciudad de Mexico,MX,2026-02-08 14:00
Valeria Ramirez,valeria.ramirez24@outlook.com,+52247824939,2026-06-22,16:00,Vitamin C IV,Desktop,Android,Firefox,Barcelona,ES,2026-06-22 14:00
Emma Martinez,emma.martinez61@hotmail.com,+57747820107,2026-04-01,10:00,IV Rehydration,Mobile,iOS,Chrome,Buenos Aires,AR,2026-04-01 08:00
Hugo Garcia,hugo.garcia45@outlook.com,+52315147688,2026-05-25,15:00,Consulta Virtual,Mobile,iOS,Firefox,Medellin,CO,2026-05-25 09:00
Sebastian Flores,sebastian.flores75@yahoo.com,+1460412697,2026-02-04,14:00,IV Rehydration,Mobile,Windows,Chrome,Bogota,CO,2026-02-04 08:00
Sebastian Lopez,sebastian.lopez82@gmail.com,+52844339911,2026-03-30,09:00,Symptomatic IV,Desktop,Android,Chrome,Buenos Aires,AR,2026-03-30 11:00
Valeria Martinez,valeria.martinez47@gmail.com,+34179168231,2026-05-01,10:00,Vitamin C IV,Desktop,iOS,Chrome,Valencia,ES,2026-05-01 10:00
Emma Perez,emma.perez4@gmail.com,+52312412969,2026-04-03,10:00,B-Complex IV,Mobile,Windows,Chrome,Guadalajara,MX,2026-04-03 10:00
Sofia Gonzalez,sofia.gonzalez3@gmail.com,+52506865213,2026-03-05,15:00,Medicina Preventiva,Mobile,iOS,Firefox,Barcelona,ES,2026-03-05 09:00
Andres Diaz,andres.diaz68@hotmail.com,+1565701222,2026-05-07,15:00,Vitamin C IV,Mobile,Android,Chrome,Valencia,ES,2026-05-07 16:00
